transaction_id,customer_id,amount,timestamp
txn_2025110,cust_112,invalid_price,2025-02-25 15:04:00
txn_2025111,cust_111,365.05,2025-09-06 11:52:00
txn_2025111,cust_106,432.9,2025-07-30 18:24:00
txn_2025113,cust_105,435.37,2025-03-06 15:20:00
txn_2025114,cust_114,312.83,2025-06-29 12:28:00
txn_2025115,cust_109,81.05,2025-06-26 12:41:00
txn_2025116,cust_102,570.7,
txn_2025117,cust_103,232.5,2025-07-11 09:28:00
txn_2025118,cust_100,398.3,2025-06-12 20:10:00
txn_2025119,cust_114,213.07,
txn_2025120,cust_113,316.37,2025-09-04 21:04:00
txn_2025121,cust_107,113.47,2025-04-21 15:58:00
txn_2025122,cust_109,493.32,2025-07-05 16:53:00
txn_2025123,cust_111,271.82,2025-05-15 22:27:00
txn_2025124,cust_111,510.22,2025-02-05 13:04:00
txn_2025125,cust_113,524.46,2025-05-12 11:24:00
txn_2025126,cust_110,234.32,2025-01-05 15:46:00
txn_2025127,cust_111,461.62,2025-04-26 14:54:00
txn_2025128,cust_104,,2025-09-10 08:44:00
txn_2025129,cust_114,319.1,2025-06-01 13:12:00
txn_2025130,cust_108,80.98,2025-05-11 22:53:00
txn_2025131,cust_103,179.45,2025-08-21 21:04:00
txn_2025131,cust_108,286.08,2025-01-09 17:11:00
txn_2025133,cust_103,73.63,2025-07-14 16:29:00
txn_2025134,cust_106,512.73,
txn_2025135,cust_102,177.69,2025-07-06 15:55:00
txn_2025136,cust_106,588.85,2025-08-07 11:27:00
txn_2025137,cust_105,155.53,
txn_2025138,cust_103,580.38,2025-04-28 14:57:00
txn_2025139,cust_113,400.51,2025-09-11 10:35:00
txn_2025140,cust_100,554.91,2025-01-07 17:38:00
txn_2025141,cust_113,119.93,2025-08-29 11:41:00
txn_2025142,cust_102,484.22,2025-04-11 11:53:00
txn_2025143,cust_100,101.53,2025-08-22 09:19:00
txn_2025144,cust_111,invalid_price,2025-04-07 12:48:00
txn_2025145,cust_102,321.07,2025-09-01 18:26:00
txn_2025146,cust_111,invalid_price,2025-09-15 11:34:00
txn_2025146,cust_109,555.75,2025-02-02 22:23:00
txn_2025148,cust_110,139.46,2025-03-25 09:04:00
txn_2025149,cust_106,242.8,2025-07-02 14:02:00
txn_2025150,cust_114,518.83,2025-05-05 09:07:00
txn_2025151,cust_111,205.15,2025-04-27 13:05:00
txn_2025151,cust_109,592.34,2025-04-04 20:28:00
txn_2025153,cust_108,-100.0,2025-02-19 18:03:00
txn_2025154,cust_112,-100.0,2025-05-18 09:56:00
txn_2025155,cust_104,,2025-03-07 22:23:00
txn_2025155,cust_111,495.66,2025-04-13 12:42:00
txn_2025157,cust_111,194.89,2025-01-24 09:13:00
txn_2025158,cust_107,266.54,2025-08-05 16:32:00
txn_2025159,cust_106,338.55,2025-02-08 16:17:00
txn_2025160,cust_112,418.63,2025-07-13 19:35:00
txn_2025161,cust_107,183.78,2025-03-11 21:46:00
txn_2025162,cust_109,579.65,2025-01-02 08:21:00
txn_2025163,cust_100,412.04,2025-07-30 09:06:00
txn_2025164,cust_113,501.55,2025-06-12 20:33:00
txn_2025165,cust_110,122.69,2025-05-02 19:56:00
txn_2025166,cust_103,589.75,2025-05-14 18:54:00
txn_2025167,cust_104,557.72,2025-05-22 12:21:00
txn_2025168,cust_112,224.28,2025-03-11 14:23:00
txn_2025169,cust_113,167.22,2025-09-05 15:45:00
txn_2025170,cust_100,414.72,2025-09-03 12:51:00
txn_2025171,cust_107,,2025-08-23 11:55:00
txn_2025172,cust_114,invalid_price,2025-08-06 10:49:00
txn_2025173,cust_109,82.41,2025-09-07 19:56:00
txn_2025174,cust_108,147.88,2025-03-02 10:07:00
txn_2025175,cust_106,458.77,
txn_2025176,cust_105,405.84,2025-04-02 17:48:00
txn_2025177,cust_101,546.67,
txn_2025178,cust_100,50.8,2025-06-28 11:30:00
txn_2025179,cust_102,406.37,2025-04-15 21:16:00
txn_2025180,cust_104,177.35,2025-03-15 13:01:00
txn_2025181,cust_103,56.12,2025-01-24 17:43:00
txn_2025182,cust_103,403.55,2025-02-22 22:30:00
txn_2025183,cust_102,376.85,2025-07-18 13:25:00
txn_2025184,cust_112,76.11,2025-02-22 10:29:00
txn_2025185,cust_111,197.01,2025-06-28 11:08:00
txn_2025186,cust_102,198.08,2025-08-24 17:07:00
txn_2025187,cust_110,194.83,2025-05-15 16:22:00
txn_2025188,cust_105,146.87,2025-04-15 16:48:00
txn_2025189,cust_107,306.76,2025-06-19 08:21:00
txn_2025190,cust_106,577.38,2025-06-20 15:36:00
txn_2025191,cust_109,591.13,2025-02-28 12:07:00
txn_2025191,cust_107,105.85,2025-01-05 13:19:00
txn_2025193,cust_108,invalid_price,2025-09-02 15:31:00
txn_2025194,cust_114,557.14,2025-03-28 16:33:00
txn_2025195,cust_111,92.11,2025-06-18 20:23:00
txn_2025196,cust_101,177.04,2025-07-09 19:20:00
txn_2025197,cust_111,295.04,2025-04-07 16:47:00
txn_2025198,cust_113,595.32,2025-08-18 18:55:00
txn_2025199,cust_107,256.05,2025-03-19 15:15:00
txn_2025200,cust_107,513.14,2025-03-01 12:45:00
txn_2025201,cust_113,473.21,2025-01-26 08:56:00
txn_2025202,cust_103,141.25,2025-04-19 18:22:00
txn_2025203,cust_105,261.52,2025-05-17 10:07:00
txn_2025204,cust_109,496.59,2025-04-09 14:45:00
txn_2025205,cust_107,120.2,2025-02-04 20:58:00
txn_2025206,cust_108,300.47,2025-02-20 14:55:00
txn_2025207,cust_110,99.57,2025-07-08 21:26:00
txn_2025208,cust_107,240.29,2025-07-13 15:26:00
txn_2025209,cust_108,142.27,2025-04-21 21:49:00
txn_2025210,cust_106,272.46,2025-06-16 11:07:00
txn_2025211,cust_100,489.27,2025-05-21 09:42:00
txn_2025212,cust_104,78.35,2025-02-13 22:36:00
txn_2025213,cust_104,372.62,2025-07-01 10:34:00
txn_2025214,cust_102,319.78,2025-06-13 15:17:00
txn_2025215,cust_107,432.65,2025-01-13 11:14:00
txn_2025216,cust_110,198.91,2025-08-20 12:36:00
txn_2025217,cust_113,459.41,2025-04-18 14:37:00
txn_2025218,cust_101,290.42,2025-01-05 14:23:00
txn_2025219,cust_106,126.4,2025-03-24 21:11:00
txn_2025220,cust_103,372.52,2025-05-06 11:19:00
txn_2025221,cust_111,109.2,2025-02-07 12:19:00
txn_2025222,cust_107,590.75,2025-03-07 15:59:00
txn_2025223,cust_102,412.92,
txn_2025224,cust_107,,2025-08-21 17:08:00
txn_2025225,cust_106,176.02,2025-05-01 13:05:00
txn_2025226,cust_107,,2025-02-04 22:50:00
txn_2025227,cust_106,65.88,2025-07-15 16:43:00
txn_2025228,cust_107,548.7,2025-07-18 11:02:00
txn_2025229,cust_107,304.61,2025-08-19 14:16:00
txn_2025230,cust_109,316.61,2025-05-08 22:26:00
txn_2025231,cust_108,128.64,2025-05-10 11:50:00
txn_2025232,cust_109,292.97,2025-03-21 09:01:00
txn_2025233,cust_101,501.19,2025-08-05 16:12:00
txn_2025234,cust_112,511.29,2025-08-24 12:19:00
txn_2025235,cust_103,587.83,2025-09-12 18:44:00
txn_2025236,cust_102,323.96,2025-08-06 10:14:00
txn_2025237,cust_113,160.11,2025-04-09 16:08:00
txn_2025238,cust_103,461.85,2025-06-22 13:36:00
txn_2025239,cust_111,539.47,2025-09-05 17:10:00
txn_2025240,cust_113,400.1,2025-07-06 16:46:00
txn_2025241,cust_101,82.87,2025-06-21 11:34:00
txn_2025242,cust_107,225.42,2025-06-30 19:23:00
txn_2025243,cust_102,521.63,2025-01-06 22:34:00
txn_2025244,cust_110,314.69,2025-05-09 17:11:00
txn_2025245,cust_104,248.31,2025-07-23 18:15:00
txn_2025246,cust_103,128.79,2025-05-23 17:59:00
txn_2025246,cust_114,412.48,2025-01-23 08:56:00
txn_2025248,cust_107,332.85,2025-07-16 10:08:00
txn_2025249,cust_110,571.39,
txn_2025250,cust_100,527.32,2025-01-30 18:30:00
txn_2025251,cust_113,162.25,2025-07-31 15:48:00
txn_2025252,cust_113,443.73,2025-03-18 20:03:00
txn_2025253,cust_113,129.36,
txn_2025254,cust_101,335.03,2025-08-23 22:04:00
txn_2025255,cust_101,312.57,2025-05-21 21:52:00
txn_2025256,cust_113,492.85,2025-02-21 11:05:00
txn_2025257,cust_114,,2025-07-24 18:16:00
txn_2025258,cust_110,206.69,2025-06-09 22:42:00
txn_2025259,cust_104,391.07,2025-04-10 18:44:00
txn_2025260,cust_112,578.63,2025-08-11 21:18:00
txn_2025261,cust_105,584.96,2025-01-15 08:06:00
txn_2025262,cust_112,115.08,2025-05-23 21:44:00
txn_2025263,cust_109,-100.0,2025-03-25 17:01:00
txn_2025264,cust_111,161.15,2025-05-31 08:36:00
txn_2025265,cust_102,121.37,2025-02-28 16:00:00
txn_2025266,cust_113,305.25,2025-03-24 20:32:00
txn_2025267,cust_102,588.68,2025-03-19 09:42:00
txn_2025268,cust_113,559.92,2025-01-30 09:45:00
txn_2025268,cust_113,466.38,2025-05-10 12:41:00
txn_2025268,cust_100,139.2,2025-02-26 08:00:00
txn_2025271,cust_103,593.9,2025-03-12 19:39:00
txn_2025272,cust_109,534.18,2025-06-12 09:14:00
txn_2025273,cust_103,350.86,2025-01-12 17:42:00
txn_2025274,cust_105,267.99,2025-09-07 10:32:00
txn_2025275,cust_100,457.71,2025-07-04 09:15:00
txn_2025276,cust_100,546.41,2025-01-22 12:37:00
txn_2025277,cust_111,309.71,2025-03-21 18:57:00
txn_2025278,cust_102,243.0,2025-05-23 15:50:00
txn_2025279,cust_112,239.26,2025-02-15 19:32:00
txn_2025279,cust_100,547.35,2025-04-18 16:46:00
txn_2025281,cust_101,453.8,2025-07-23 13:19:00
txn_2025282,cust_114,561.51,2025-02-22 17:45:00
txn_2025283,cust_111,515.87,
txn_2025284,cust_114,invalid_price,2025-07-15 21:52:00
txn_2025285,cust_112,82.79,2025-03-24 15:59:00
txn_2025286,cust_103,-100.0,2025-05-05 16:39:00
txn_2025287,cust_105,481.77,
txn_2025288,cust_101,96.14,2025-09-03 14:30:00
txn_2025289,cust_113,283.89,2025-04-18 08:08:00
txn_2025290,cust_109,195.62,2025-03-15 16:58:00
txn_2025291,cust_110,558.53,2025-06-14 17:02:00
txn_2025292,cust_113,520.5,
txn_2025293,cust_107,-100.0,2025-05-06 16:05:00
txn_2025294,cust_107,73.87,2025-03-17 12:53:00
txn_2025295,cust_107,invalid_price,2025-07-01 20:11:00
txn_2025296,cust_114,401.8,2025-05-01 20:42:00
txn_2025297,cust_102,463.52,
txn_2025298,cust_114,534.62,2025-05-27 11:42:00
txn_2025299,cust_102,591.84,2025-01-23 09:02:00
txn_2025300,cust_113,250.53,2025-07-13 14:17:00
txn_2025301,cust_111,549.36,2025-02-02 17:58:00
txn_2025302,cust_112,308.72,2025-06-29 22:31:00
txn_2025303,cust_113,248.84,2025-05-26 17:39:00
txn_2025304,cust_100,410.84,2025-07-13 21:37:00
txn_2025305,cust_104,159.14,2025-05-09 16:39:00
txn_2025306,cust_110,127.25,2025-08-18 15:07:00
txn_2025307,cust_113,414.35,2025-08-31 13:30:00
txn_2025307,cust_108,433.95,2025-03-02 10:48:00
txn_2025309,cust_109,287.48,2025-08-23 08:42:00
txn_2025310,cust_101,575.2,2025-06-24 11:27:00
txn_2025311,cust_108,369.24,2025-03-13 18:54:00
txn_2025312,cust_111,,2025-01-19 18:09:00
txn_2025313,cust_112,344.12,2025-04-08 16:33:00
txn_2025314,cust_113,409.81,2025-07-16 13:33:00
txn_2025315,cust_100,303.53,2025-02-19 16:47:00
txn_2025316,cust_113,129.33,2025-03-08 11:18:00
txn_2025317,cust_112,310.57,2025-04-24 19:20:00
txn_2025318,cust_113,521.81,2025-09-15 13:33:00
txn_2025319,cust_101,170.67,2025-02-16 22:51:00
txn_2025320,cust_107,50.84,2025-04-12 20:09:00
txn_2025321,cust_108,179.63,2025-06-08 16:55:00
txn_2025322,cust_102,315.89,2025-02-05 19:40:00
txn_2025323,cust_104,565.58,2025-07-06 09:27:00
txn_2025324,cust_102,414.09,2025-03-17 08:26:00
txn_2025325,cust_114,283.92,2025-06-26 17:42:00
txn_2025326,cust_108,429.93,2025-08-17 21:20:00
txn_2025327,cust_111,290.22,2025-06-26 18:14:00
txn_2025328,cust_105,337.92,2025-09-10 15:35:00
txn_2025329,cust_110,527.97,2025-03-28 14:13:00
txn_2025330,cust_110,518.93,2025-05-22 20:09:00
txn_2025331,cust_109,81.71,2025-07-15 09:37:00
txn_2025332,cust_105,355.78,2025-02-12 11:44:00
txn_2025333,cust_108,269.97,2025-03-27 10:47:00
txn_2025334,cust_105,225.83,2025-01-23 14:48:00
txn_2025335,cust_105,invalid_price,2025-04-23 20:03:00
txn_2025336,cust_106,108.85,2025-03-21 08:05:00
txn_2025337,cust_101,162.17,2025-07-22 15:39:00
txn_2025338,cust_102,353.32,2025-01-28 15:45:00
txn_2025339,cust_102,233.74,2025-04-27 20:09:00
txn_2025340,cust_111,363.93,2025-06-23 17:38:00
txn_2025341,cust_106,75.37,2025-05-16 16:47:00
txn_2025342,cust_101,170.42,2025-05-08 16:08:00
txn_2025343,cust_111,475.76,2025-06-23 11:48:00
txn_2025344,cust_111,302.36,2025-05-27 15:06:00
txn_2025345,cust_100,67.99,2025-02-02 13:21:00
txn_2025346,cust_107,206.38,2025-04-14 12:47:00
txn_2025347,cust_108,511.97,2025-04-10 14:12:00
txn_2025348,cust_102,invalid_price,2025-08-06 08:46:00
txn_2025349,cust_108,597.28,2025-03-16 09:39:00
txn_2025350,cust_111,169.3,2025-05-04 08:07:00
txn_2025351,cust_114,305.49,2025-09-06 22:07:00
txn_2025352,cust_108,385.36,2025-07-07 13:00:00
txn_2025353,cust_109,225.27,2025-07-12 15:24:00
txn_2025354,cust_109,358.71,2025-06-09 15:52:00
txn_2025355,cust_113,435.23,2025-01-25 10:56:00
txn_2025355,cust_106,410.91,2025-01-23 20:01:00
txn_2025357,cust_106,invalid_price,2025-06-28 13:58:00
txn_2025358,cust_103,317.93,2025-05-08 14:46:00
txn_2025359,cust_100,175.63,2025-02-13 11:24:00
txn_2025360,cust_102,501.46,2025-01-10 20:15:00
txn_2025361,cust_114,,2025-01-03 11:29:00
txn_2025362,cust_105,134.49,2025-06-30 16:23:00
txn_2025363,cust_100,550.41,
txn_2025364,cust_107,121.4,2025-08-23 11:52:00
txn_2025365,cust_103,456.76,
txn_2025366,cust_111,96.28,2025-08-18 11:15:00
txn_2025367,cust_111,,2025-09-12 12:17:00
txn_2025368,cust_105,399.04,2025-07-04 16:21:00
txn_2025369,cust_112,196.18,2025-09-09 19:17:00
txn_2025370,cust_111,595.33,2025-01-07 12:00:00
txn_2025371,cust_110,279.52,2025-09-04 10:45:00
txn_2025372,cust_101,399.83,2025-07-12 18:57:00
txn_2025372,cust_103,303.15,2025-07-26 20:41:00
txn_2025374,cust_109,173.37,2025-05-23 10:17:00
txn_2025375,cust_106,203.4,2025-05-17 13:09:00
txn_2025376,cust_105,578.88,2025-03-22 13:54:00
txn_2025377,cust_114,326.14,2025-01-08 08:47:00
txn_2025378,cust_110,,2025-07-05 10:36:00
txn_2025379,cust_101,205.56,2025-07-14 11:34:00
txn_2025380,cust_110,363.12,2025-01-02 13:23:00
txn_2025381,cust_100,270.99,2025-02-23 15:58:00
txn_2025382,cust_106,361.18,2025-06-25 20:28:00
txn_2025383,cust_106,70.82,2025-08-05 12:31:00
txn_2025384,cust_100,69.03,2025-01-02 18:25:00
txn_2025385,cust_105,63.9,2025-06-09 21:58:00
txn_2025386,cust_100,140.22,2025-07-27 14:54:00
txn_2025387,cust_107,116.6,2025-06-09 20:19:00
txn_2025388,cust_101,209.11,2025-01-15 15:52:00
txn_2025389,cust_107,382.63,2025-04-05 11:10:00
txn_2025390,cust_111,273.87,2025-08-10 16:57:00
txn_2025391,cust_104,invalid_price,2025-04-24 14:06:00
txn_2025392,cust_105,258.58,2025-02-08 21:45:00
txn_2025393,cust_103,-100.0,2025-05-11 14:56:00
txn_2025394,cust_103,459.14,2025-05-18 18:01:00
txn_2025395,cust_100,,2025-03-29 17:53:00
txn_2025396,cust_109,320.49,2025-09-03 08:55:00
txn_2025397,cust_100,422.72,2025-05-08 14:18:00
txn_2025398,cust_105,144.2,2025-04-10 18:31:00
txn_2025399,cust_100,-100.0,2025-09-07 22:50:00
txn_2025400,cust_103,411.15,2025-09-10 12:48:00
txn_2025401,cust_104,300.07,2025-02-25 19:38:00
txn_2025402,cust_111,143.81,2025-01-18 11:27:00
txn_2025403,cust_114,570.64,2025-04-24 10:40:00
txn_2025404,cust_101,90.53,2025-05-30 15:27:00
txn_2025405,cust_104,148.09,2025-03-06 09:24:00
txn_2025406,cust_101,184.24,2025-03-10 14:02:00
txn_2025407,cust_114,,2025-08-14 11:02:00
txn_2025408,cust_111,465.74,2025-09-12 10:10:00
txn_2025409,cust_109,300.27,2025-05-22 10:40:00
txn_2025409,cust_104,561.07,2025-07-28 15:41:00
txn_2025411,cust_101,172.93,2025-02-06 11:57:00
txn_2025412,cust_104,invalid_price,2025-08-31 13:07:00
txn_2025413,cust_108,162.67,2025-08-08 19:44:00
txn_2025414,cust_110,,2025-02-13 13:04:00
txn_2025415,cust_101,483.99,2025-06-06 15:26:00
txn_2025416,cust_108,271.26,
txn_2025417,cust_107,569.39,2025-05-24 15:20:00
txn_2025418,cust_108,416.86,2025-01-14 16:26:00
txn_2025419,cust_113,359.65,2025-04-18 14:53:00
txn_2025420,cust_110,invalid_price,2025-01-20 08:52:00
txn_2025421,cust_101,458.59,2025-09-01 22:44:00
txn_2025422,cust_107,535.81,2025-04-28 22:15:00
txn_2025423,cust_111,104.16,2025-01-26 13:15:00
txn_2025424,cust_113,589.11,2025-04-19 09:27:00
txn_2025425,cust_102,165.97,2025-04-10 16:32:00
txn_2025426,cust_114,554.49,2025-02-15 11:18:00
txn_2025427,cust_104,,2025-05-26 09:00:00
txn_2025428,cust_106,381.49,2025-07-11 13:43:00
txn_2025429,cust_108,invalid_price,2025-02-27 12:31:00
txn_2025430,cust_105,311.66,2025-02-19 10:41:00
txn_2025431,cust_110,87.88,2025-05-15 15:52:00
txn_2025432,cust_100,195.99,2025-04-08 16:09:00
txn_2025432,cust_110,84.33,2025-02-28 11:22:00
txn_2025434,cust_110,567.9,2025-04-11 18:16:00
txn_2025435,cust_101,142.54,2025-05-21 12:35:00
txn_2025436,cust_105,338.6,2025-08-20 09:13:00
txn_2025437,cust_110,146.33,2025-04-12 09:48:00
txn_2025438,cust_106,569.29,2025-08-12 13:40:00
txn_2025439,cust_109,195.97,2025-01-06 08:10:00
txn_2025440,cust_107,327.36,2025-02-18 14:09:00
txn_2025441,cust_113,146.39,2025-08-30 14:14:00
txn_2025442,cust_100,523.93,2025-08-20 11:39:00
txn_2025443,cust_100,235.98,2025-02-02 19:07:00
txn_2025444,cust_114,498.59,2025-04-02 15:26:00
txn_2025445,cust_102,-100.0,2025-05-18 15:17:00
txn_2025446,cust_110,203.89,2025-07-08 13:00:00
txn_2025447,cust_106,568.4,2025-01-23 12:03:00
txn_2025448,cust_111,460.82,2025-06-08 14:38:00
txn_2025449,cust_100,409.45,
txn_2025450,cust_103,179.4,2025-08-14 19:22:00
txn_2025451,cust_112,328.38,2025-08-17 19:22:00
txn_2025452,cust_109,460.77,2025-01-19 09:18:00
txn_2025453,cust_105,invalid_price,2025-01-03 15:25:00
txn_2025454,cust_111,575.62,2025-08-08 19:48:00
txn_2025455,cust_108,590.09,2025-02-17 17:28:00
txn_2025456,cust_112,203.29,2025-03-12 19:17:00
txn_2025457,cust_104,268.55,2025-01-29 22:39:00
txn_2025458,cust_114,265.79,2025-02-11 18:29:00
txn_2025459,cust_112,255.76,2025-07-04 11:29:00
txn_2025460,cust_102,541.37,2025-05-07 09:05:00
txn_2025461,cust_106,587.61,2025-07-16 21:53:00
txn_2025462,cust_113,525.89,2025-05-30 08:11:00
txn_2025463,cust_100,235.98,2025-07-14 09:47:00
txn_2025464,cust_100,264.42,2025-03-26 12:14:00
txn_2025465,cust_108,406.79,2025-07-20 11:12:00
txn_2025466,cust_108,142.35,2025-08-10 14:44:00
txn_2025467,cust_108,275.97,2025-07-25 14:48:00
txn_2025468,cust_106,327.12,2025-02-11 19:22:00
txn_2025469,cust_105,98.74,2025-01-01 12:14:00
txn_2025470,cust_105,151.83,2025-05-21 19:34:00
txn_2025471,cust_111,510.63,2025-04-13 19:19:00
txn_2025472,cust_104,69.63,2025-01-21 17:26:00
txn_2025473,cust_108,516.45,2025-04-26 16:20:00
txn_2025474,cust_114,225.03,2025-02-07 19:34:00
txn_2025475,cust_110,379.37,2025-02-05 14:47:00
txn_2025476,cust_105,63.08,2025-06-11 20:29:00
txn_2025477,cust_105,69.77,2025-04-24 16:21:00
txn_2025478,cust_114,invalid_price,2025-07-01 20:45:00
txn_2025478,cust_105,415.49,2025-02-18 12:27:00
txn_2025480,cust_112,481.14,2025-08-30 08:35:00
txn_2025481,cust_103,547.7,2025-01-17 09:14:00
txn_2025482,cust_110,103.6,2025-01-02 10:11:00
txn_2025483,cust_112,275.28,2025-06-19 22:06:00
txn_2025484,cust_114,470.69,2025-08-04 17:50:00
txn_2025485,cust_112,509.93,2025-08-18 13:00:00
txn_2025486,cust_103,349.87,2025-03-01 21:08:00
txn_2025487,cust_110,,2025-05-21 22:22:00
txn_2025488,cust_114,389.69,
txn_2025489,cust_109,437.77,2025-01-26 11:28:00
